Technology,Country,Global warming,Stratospheric ozone depletion,Ionizing radiation,"Ozone formation, Human health",Fine particulate matter formation,"Ozone formation, Terrestrial ecosystems",Terrestrial acidification,Freshwater eutrophication,Marine eutrophication,Terrestrial ecotoxicity,Freshwater ecotoxicity,Marine ecotoxicity,Human carcinogenic toxicity,Human non-carcinogenic toxicity,Land use,Mineral resource scarcity,Fossil resource scarcity,Water consumption
biomass,EE,50.75278775,0.00027764,0.832029014,2.569461606,0.414477887,2.59407384,1.062753653,0.008994774,0.001217663,555.3726784,2.545876731,0.993180755,0.186436916,1.632681815,700.3726246,0.151360772,11.65077065,0.174934214
coal,EE,1285.968615,0.000166266,8.558806687,4.103136522,0.407216214,4.117463277,8.26662323,0.595253074,0.036859562,272.7941831,19.98239987,6.904772826,0.190337584,3.907269649,10.20762816,0.242375472,279.3771982,2.171267127
coal_chp,EE,1285.968615,0.000166266,8.558806687,4.103136522,0.407216214,4.117463277,8.26662323,0.595253074,0.036859562,272.7941831,19.98239987,6.904772826,0.190337584,3.907269649,10.20762816,0.242375472,279.3771982,2.171267127
gas,EE,620.9923811,0.000249173,0.976735106,0.540792782,0.016773401,0.556481804,0.366922086,0.007410876,0.00048118,47.42314462,0.909497579,0.563022607,0.007957214,0.496009629,0.561325729,0.146575078,229.980172,0.798722564
hydro_runof,EE,4.431406689,8.68035E-07,0.242796962,0.01532338,0.005135698,0.015676103,0.012723863,0.001491898,7.1428E-05,6.075955158,0.181731241,0.0616965,0.001905055,0.072697336,0.178394132,0.051202688,0.804620512,0.047863562
other_biogas,EE,345.375981,0.00129608,7.379338814,0.651773879,0.08656705,0.660963345,9.008573734,0.402944846,0.084247227,138.3859614,36.4699903,10.67224709,0.106596896,4.925282201,44.29541411,0.455656375,32.9793508,3.529482299
peat,EE,1324.650988,0.000130367,2.890507045,1.524744805,0.247129943,1.526708697,3.000264156,0.02783161,0.000942194,201.5814789,6.155306176,2.195325999,0.038898371,3.845786981,1.724737888,0.090022026,307.6474196,2.68907216
solar,EE,90.56211577,0.0000285,7.418122742,0.20282457,0.076966938,0.212648598,0.346742596,0.052395649,0.005823514,774.3169048,8.0621316,2.559813408,0.028929577,2.584005296,25.45141558,0.731973042,20.3439041,2.685667118
waste,EE,665.5809361,0.000562308,546.1698689,1.919632817,0.248015474,1.956811244,3.706013525,0.074312763,0.034117629,1062.703474,11.09413397,3.9418081,0.443000183,6.644856471,102.9294709,1.977121491,208.0937686,11.05621272
windon,EE,35.71409536,1.32039E-05,2.153492906,0.098664711,0.034316873,0.102152036,0.235228114,0.053557438,0.003629516,464.3408248,51.38758924,12.58959175,0.023872208,3.689189259,1.427413419,0.952864614,7.64922916,0.393237531
oil_chp,EE,891.6083328,0.000444278,8.265436134,2.748609224,0.131495364,2.778289157,6.349205555,0.017615636,0.001774698,1474.013128,1.611357961,1.301644979,0.527330959,3.904414592,1.549746034,0.17885765,279.599147,56.42042823
oil,EE,1209.152701,0.000591769,11.28314995,3.956343896,0.17881338,3.996964467,8.113715229,0.023986648,0.002423447,1868.148703,2.208056956,1.710199453,0.733546572,5.185201895,2.114562833,0.24379296,381.7110514,3.039580082
blast_furnace,EE,952.6820033,0.000104712,6.536715169,1.746081968,0.728558093,1.865743358,2.241583817,0.215494895,0.013899803,266.0505469,8.426393108,2.900462714,0.233857381,5.007450191,7.349041674,19.52254714,136.5585309,2.346415321
biomass,FI,51.46984333,12.04381397,557.3926204,2.560203235,1.14920891,0.851979948,0.200732365,1.642194822,700.3780644,1.479213274,1.45577974,0.998881122,0.096821874,0.16356814,0.18681382,0.009160357,0.001230123,0.000277947
coal,FI,1167.889108,251.8083375,106.9949716,16.07126559,2.512302036,7.43384552,1.953918936,2.859905367,8.97691356,1.529979851,1.517892286,5.362263347,0.092906898,0.228908807,0.16059434,0.525038815,0.034081536,0.000314522
coal_chp,FI,1173.588122,0.000316075,7.461691911,1.524839938,0.093110403,1.536958425,2.5239617,0.52752425,0.034245785,106.1096366,16.12538082,5.380103969,0.161261994,2.861878298,9.013245625,0.223813408,253.0451575,45.96814276
gas,FI,1047.970877,317.8127363,20.94673313,0.624626064,0.945272461,1.267565939,0.835937804,0.445837962,0.341323358,1.042026918,0.997198038,0.213968298,0.023240604,0.134811119,0.010547157,0.006986317,0.000490638,0.000444403
gas_chp,FI,995.6400444,310.9984895,29.57968047,0.728176083,0.830382658,1.29716604,1.077437898,0.49181029,0.366594833,0.74110432,0.697137358,0.249857499,0.024102146,0.163818227,0.011352761,0.007706061,0.000529645,0.000432915
hydro_runof,FI,4.431406692,0.804620512,6.075955309,0.181731241,0.012723863,0.242796962,0.048195503,0.072697337,0.178394119,0.015676103,0.01532338,0.0616965,0.005135698,0.051202688,0.001905055,0.001491898,7.1428E-05,8.68035E-07
nuclear_BWR,FI,13.50463298,3.114553477,96.59701137,0.887924746,0.047804971,761.1804464,3.100574162,1.589893979,0.322076097,0.042344522,0.041578433,0.317406572,0.029353545,0.969745313,0.007181172,0.008875441,0.013224118,2.46159E-05
nuclear_PWR,FI,12.9375931,2.990996338,91.84202492,0.844877076,0.045969533,688.2467,3.077204314,1.499163106,0.290579616,0.040507717,0.039777959,0.302116576,0.028138199,0.91665853,0.006873444,0.008472352,0.012437596,2.36091E-05
oil,FI,456.6263466,146.7916823,971.4139251,0.849196309,2.924048679,4.339236541,1.27339699,2.248709494,0.813330329,0.879376539,0.863722857,0.775938312,0.088244698,0.093850012,0.307130921,0.009203278,0.000924673,0.000227167
oil_chp,FI,972.372831,312.5880697,2068.62211,1.809044353,6.226666017,9.240516869,74.78091324,4.788847286,1.732285694,1.872622373,1.839287752,1.652572275,0.187919662,0.199986366,0.654025249,0.019603197,0.001969335,0.000483744
other_biogas,FI,345.3759723,32.9793508,138.3859614,36.46999029,9.008574,7.379338814,3.529480852,4.925282142,44.29541411,0.660963529,0.65177406,10.67224709,0.08656705,0.455656374,0.106596896,0.402944846,0.084247227,0.00129608
waste,FI,529.4103798,176.7937967,1247.819226,2.487346388,3.591822157,11.50815036,24.02919072,3.479582561,218.0200703,1.464631132,1.438679453,1.405629503,0.135712598,0.328054977,0.421448965,0.019013258,0.002067468,0.000400142
peat,FI,1068.755099,248.3222484,50.31386066,2.725454023,2.415457496,2.357419525,2.167374018,1.609157121,1.401029387,1.229772315,1.228143813,0.9553774,0.199248673,0.080885188,0.018833531,0.017254975,0.000777856,0.000182083
solar,FI,88.52818894,20.30139792,966.5844855,20.24807944,0.392957453,7.864112521,2.706882207,3.972341277,2.338089871,0.215514718,0.205499244,5.729587148,0.078882376,0.948755349,0.03117367,0.07230725,0.006931418,3.10142E-05
windon,FI,33.59252402,7.1948311,436.756995,48.33495508,0.221254458,2.025566262,0.369913016,3.470035642,1.342618843,0.096083758,0.092803595,11.84171788,0.032278301,0.896260371,0.0224541,0.050375902,0.003413908,1.24196E-05
hydro_reservoir,FI,62.31988796,1.002440495,8.384096799,0.211352824,0.016033706,0.470092095,29.30033627,0.078456924,0.118529778,0.017749016,0.017406227,0.071410793,0.004732531,0.061080684,0.002461443,0.00181052,0.000107569,2.04531E-06
blast_furnace,FI,952.6820629,136.5585309,266.0505486,8.426393106,2.241583758,6.536715168,2.346417764,5.007450412,7.349041674,1.865743358,1.746081968,2.900462713,0.728558108,19.52254714,0.233857381,0.215494895,0.013899803,0.000104712
blast_furnace,SE,952.6817947,0.000104712,6.536715169,1.746081968,0.728558093,1.865743358,2.241583817,0.215494895,0.013899803,266.0505488,8.426393108,2.900462714,0.233857381,5.007450415,7.349041674,19.52254714,136.5585309,2.346415395
coal,SE,1167.889108,0.000314522,7.43384552,1.517892286,0.092906898,1.529979851,2.512302036,0.525038815,0.034081536,106.9949716,16.07126559,5.362263347,0.16059434,2.859905367,8.97691356,0.228908807,251.8083375,1.953918936
hydro_runof,SE,4.431406692,8.68035E-07,0.242796962,0.01532338,0.005135698,0.015676103,0.012723863,0.001491898,7.1428E-05,6.075955311,0.181731241,0.0616965,0.001905055,0.072697337,0.178394146,0.051202688,0.804620512,0.048976185
nuclear_BWR,SE,13.50463298,2.46159E-05,761.1804459,0.041578433,0.029353545,0.042344522,0.047804971,0.008875441,0.013224118,96.59701135,0.887924746,0.317406572,0.007181172,1.589893979,0.322076097,0.969745313,3.114553477,3.100567847
nuclear_PWR,SE,12.93759309,2.36091E-05,688.246699,0.039777959,0.028138199,0.040507717,0.045969533,0.008472352,0.012437596,91.84202489,0.844877027,0.30211656,0.006873444,1.499163099,0.29057961,0.91665853,2.99099624,3.077210671
other_biogas,SE,345.3759723,0.00129608,7.379338814,0.651774028,0.08656705,0.660963496,9.008573903,0.402944846,0.084247227,138.3859614,36.46999029,10.67224709,0.106596896,4.925282142,44.29541411,0.455656374,32.9793508,3.529480324
waste,SE,526.8070697,0.000691565,14.81682765,1.556918097,0.11344995,1.58758341,2.402712353,0.026765039,0.010803263,814.102394,3.541973196,1.532350735,0.228354291,3.3393932,433.4534422,2.074782783,173.5733476,16.51712498
peat,SE,1193.618123,0.000117505,2.615654877,1.374480698,0.222842756,1.376274828,2.703971592,0.025226408,0.000856851,182.5732439,5.564677361,1.984382583,0.035154089,3.473197405,1.562332546,0.085323962,277.2084125,2.424696547
windon,SE,30.11707111,1.11346E-05,1.816003572,0.08320221,0.028938823,0.08614301,0.198363705,0.045164051,0.003060708,391.5703776,43.33426885,10.61658562,0.020131016,3.111028691,1.2037127,0.803534007,6.450459903,0.331606802
oil_chp,SE,853.2838695,0.000489573,8.110329591,1.815754707,0.109701035,1.843727957,3.083921853,0.017205692,0.001725309,1000.722451,1.56603402,1.061237975,0.21804681,3.351669509,1.520370587,0.175526813,274.35647,64.6910382
gas_chp,SE,611.6432974,0.000258325,0.67886816,0.571682624,0.017214734,0.580215635,0.251086323,0.006553985,0.000400914,51.325486,0.922546139,0.728656093,0.007561406,0.439831908,0.564030701,0.151099508,258.3632079,1.000274521
gas,SE,371.1842637,0.000156795,0.331793178,0.27530115,0.009765247,0.280383678,0.118594095,0.00217925,0.000130476,13.81938055,0.264487742,0.342395381,0.004251582,0.133173095,0.13606499,0.071280967,156.9793668,0.682692436
oil,SE,870.899429,0.000499683,8.277564369,1.853229072,0.111960895,1.881779364,3.147580508,0.017556381,0.001760689,1021.355519,1.597733855,1.082935668,0.222546866,3.42060595,1.551471827,0.179029403,280.0214047,2.045392047
biomass,SE,51.46661128,0.000277948,0.851974244,1.455779628,0.096821693,1.479213111,1.149208338,0.009160378,0.001228995,557.3912412,2.5598429,0.998774343,0.18681228,1.642149615,700.3770996,0.163567943,12.04372201,0.200731185
solar,SE,90.56211577,2.85372E-05,7.418121972,0.20282457,0.076966938,0.212648598,0.346742599,0.052395653,0.005823514,774.3169468,8.062132279,2.559813615,0.028929579,2.584005388,25.4514157,0.731973055,20.34390498,2.685667049
hydro_reservoir,SE,62.3199411,2.04531E-06,0.470092095,0.017406227,0.004732531,0.017749016,0.016033706,0.00181052,0.000107569,8.384096799,0.211352824,0.071410793,0.002461443,0.078456924,0.118529778,0.061080684,1.002440507,29.29995185
hydro_runof,RU,4.707620909,9.04649E-07,0.138905866,0.015814388,0.005987645,0.016172878,0.013096059,0.001550821,7.28034E-05,6.479035474,0.206596428,0.065548114,0.001868457,0.072909916,0.213948376,0.051458436,0.868917817,0.051116238
nuclear_PWR,RU,13.67195234,2.4818E-05,723.2150888,0.041958057,0.0297263,0.042725943,0.048450895,0.008893888,0.013068726,96.52121704,0.887710376,0.317457084,0.007225592,1.57546739,0.30393476,0.963212003,3.158123648,3.04309603
oil,RU,1727.986748,0.000840843,11.7312335,5.642017314,0.278725998,5.699884903,11.53762068,0.032345969,0.003260647,2653.836468,3.122054721,2.425940177,1.042784524,7.3882822,2.722920121,0.339512224,544.0800663,4.244374343
solar,RU,112.3322061,3.9355E-05,9.978000805,0.260754489,0.100094667,0.273462741,0.498613058,0.091747836,0.008794991,1226.457661,25.69193777,7.270033755,0.039555459,5.040345186,2.966684722,1.20383604,25.76010086,3.4345017
TES,RU,786.38519,0.000205654,139.0949435,1.10365823,0.940655237,1.128503856,2.148235446,0.33898144,0.022887947,110.4219895,9.516048618,3.213224079,0.105500154,2.229599933,1.787937451,0.323415637,222.067174,11.65578718
gas,RU,503.3161349,0.000169861,0.626117283,0.337927761,0.013344494,0.361540874,0.43645323,0.004359774,0.000304446,16.72857589,0.409820637,0.138204212,0.006131564,0.270719856,0.20068428,0.087565632,167.1558121,0.659606871
coal_chp,RU,2057.662782,0.000255361,12.82889731,4.691039024,1.434880395,4.705604081,9.157214018,1.156752333,0.06994004,361.8647094,35.90045599,12.34363594,0.346568772,6.423825696,13.41312126,0.213084146,397.6828478,72.1684253
gas_chp,RU,1027.32687,0.00034677,1.426789998,0.836501729,0.028789154,0.884815128,0.95925161,0.01259826,0.000852944,69.51332402,1.441948994,0.488110819,0.013269399,0.828178632,0.818045579,0.220682024,340.9578547,1.362454376
oil_chp,RU,1182.907323,0.000586165,7.979850473,3.640674547,0.190249929,3.679936481,8.382554863,0.022048782,0.00221621,1944.185286,2.114650462,1.714225599,0.696056775,5.165155998,1.853245573,0.231289101,370.0666999,87.94729447
coal,RU,1086.993333,0.000135024,6.81657738,3.423761061,0.390545982,3.431592555,7.509985371,0.609859862,0.037630019,197.9616113,19.07092103,6.555319778,0.184165355,3.444257021,7.11462986,0.141853675,209.9033334,1.944530321
windon,RU,39.79090721,1.4728E-05,2.39754837,0.110071668,0.038301511,0.113961601,0.262401977,0.059732772,0.004048158,517.9215255,57.31747615,14.04236143,0.026627541,4.114907056,1.59179948,1.062812905,8.533301674,0.438481638
biomass,RU,48.38273191,0.000276202,0.696349639,2.571319636,0.415070468,2.589684074,1.064105645,0.008840525,0.00094746,546.4605082,2.508884545,0.979866033,0.175607901,1.580495158,678.1919104,0.147974823,10.93658649,0.144843447
hydro_reservoir,RU,62.94573702,2.13172E-06,0.274059302,0.019109251,0.005818311,0.01947009,0.01754453,0.001747555,9.93788E-05,8.759423346,0.182383253,0.061756488,0.002562984,0.076493356,0.10689369,0.060874794,1.137350361,29.29813015
blast_furnace,RU,952.6820629,0.000104712,6.536715169,1.746081909,0.728558093,1.8657433,2.241583796,0.215494895,0.013899803,266.0505466,8.426393108,2.900462714,0.23385738,5.007450191,7.349041674,19.52254714,136.5585309,2.346415423
peat,RU,2101.522621,0.00020661,4.482648415,2.415926558,0.39138416,2.418902877,4.7572995,0.043305411,0.001449374,314.1995158,9.656174574,3.44555744,0.061174956,6.05723004,2.67017753,0.118106524,488.090238,4.254434584
nuclear_BWR,RU,14.25263081,2.5875E-05,799.862617,0.043818681,0.030972763,0.044624523,0.05035063,0.009319477,0.013895482,101.517344,0.932968943,0.333528299,0.007548504,1.670803581,0.337376468,1.019004364,3.285183559,3.069491494
gas,NO,351.8326211,9.16024E-05,0.175628466,0.238774665,0.008834243,0.243354657,0.100874299,0.001836819,0.000106183,12.55628307,0.230568791,0.322501134,0.003796245,0.113362737,0.108830674,0.059186781,150.8629498,0.590881223
hydro_reservoir,NO,7.380258516,2.5843E-06,0.470091054,0.017406186,0.004732518,0.017748974,0.016033672,0.001810516,0.000107569,8.384079192,0.211352363,0.071410637,0.002461437,0.078456753,0.118529515,0.061080547,1.002438333,29.30024931
hydro_runof,NO,4.431406692,0.000000868,0.242796962,0.01532338,0.005135698,0.015676103,0.012723863,0.001491898,0.0000714,6.075955311,0.181731241,0.0616965,0.001905055,0.072697337,0.178394146,0.051202688,0.804620512,0.048976185
hydro_pumped,NO,44.76742607,0.0000684,16.96699563,0.074813594,0.016608914,0.076283131,0.078462248,0.011189601,0.000986558,32.50901126,1.025383748,0.334851295,0.009301796,0.322430305,2.330740915,0.22370977,10.34877563,40.50679566
other_biogas,NO,345.37598,0.00129608,7.379338814,0.651773879,0.08656705,0.660963345,9.008573734,0.402944846,0.084247227,138.3859614,36.46999029,10.67224709,0.106596896,4.925282142,44.29541411,0.455656374,32.9793508,3.52948134
waste,NO,372.1067406,0.000247591,11.3685903,1.108192717,0.108067534,1.179698512,1.6974889,0.029371134,0.002100144,606.6003498,3.592007024,1.701708695,0.213459814,2.447494188,188.8917692,0.894151612,262.5316778,4.381383226
windon,NO,26.03291636,9.62468E-06,1.569735832,0.071919215,0.025014442,0.074461215,0.171463703,0.039039389,0.002645647,338.4697394,37.45773181,9.176876184,0.017401065,2.689144668,1.040478036,0.694567457,5.575719287,0.286658965
biomass,NO,51.47806385,0.000277948,0.851977803,1.455784604,0.096822158,1.479218175,1.14921214,0.009160581,0.001229873,557.3942469,2.560624873,0.999014568,0.186815372,1.642247528,700.3785825,0.1635681,12.04382872,0.20073056
gas_chp,NO,566.4235501,0.000147709,0.411002547,0.498480252,0.015309122,0.506007335,0.216200113,0.005818968,0.00035053,47.78543366,0.841215927,0.677986842,0.006649204,0.395348524,0.503398889,0.127807592,242.5682743,1.097415292
